1769,五大陸博物館,"Museum Fünf Kontinente ",S1241,MFK-S1241,木の箪笥,6,集古十種,Shuko Jisshu  picture book,,版本,松平定信、谷文晁他　Matsudaira Sadanobu  Tani Buncho,江戸,19,,,江戸,1,38.9 ,26.3 ,,,,,,,,,,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1241,"145.  集古十集 有名な中国の画家による古い絵画","145.  Zjû ko zjusi alte Gemaelde berühmter chinesischer Maler. ",大久保純一,2010/6,大久保純一,,,,,1,o1,1241,
1770,五大陸博物館,"Museum Fünf Kontinente ",S1830,MFK-S1830_o,木の箪笥,7,画帖,Pictures of various subjects  picture album,,書画,□信,江戸,,,,日本,1 ,22.2 ,43.9 ,,,,,,,,紙本,淡彩,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1830,,,大久保純一:澤田和人,2010/6、2014/3,大久保純一:澤田和人,,,狩野派風,,1,o1,1830,
1771,五大陸博物館,"Museum Fünf Kontinente ",S1781,MFK-S1781,木の箪笥,7,名筆画帖,Album of masters' painting,,書画,狩野探竜斎、春木南溟、狩野祐清、雲潭、狩野探仙斎、董琳、狩野探渕斎、狩野晏川貴信、鶴川儀、雄辰、杏 董 Kano Tanryu  Haruki Nanmei  Kano Yusei  untan  Kano Tansen  Torin  Kano Tanen  Kano Donsen takanobu  Kakusengi  Yushin  Kyoto,江戸,19,,,江戸,1 ,23.1 ,31.0 ,,,,,,,,絹本,着色,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1781,,,大久保純一,2010/6,大久保純一,,,,,1,o1,1781,
1772,五大陸博物館,"Museum Fünf Kontinente ",S1277,MFK-S1277,木の箪笥,7,猿楽図,Sarugaku Dance  picture album,,書画,―,江戸,,,,日本,1 ,29.3 ,22.7 ,,,,,,,,,,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1277,"181. 猿踊り 非常に古い時代の衣装をまとった猿踊り、 四枚","181. Saru Ohotori der Affentanz in Costümen aus aeltester Zeit. 4 Blaetter. ",大久保純一,2010/6,大久保純一,,,,,1,o1,1277,
1774,五大陸博物館,"Museum Fünf Kontinente ",S1280,MFK-S1280,木の箪笥,7,蒲桃,Syzygium jambos  copperplate print,,書画,妍芳園蔵 Kenpo Enzo,江戸,,,,日本,1 ,32.9 ,25.6 ,,,,,,,,紙本,ｴｯﾁﾝｸﾞ,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1280,184. 太君の侍医で、私の学識ある友人である桂川によって描かれ、銅版に刻まれたメラレウカ 《フトモモ科の植物》の銅版画。 江戸 1826年江戸において,184.  Kupferstich einer Melaleuca [ ] gezeichnet und in Kupfer gestochen vom Leibarzt des Taikun  meines gelehrten Freundes Katsuragawa in Jedo 1826.,大久保純一,2010/6,大久保純一,,,,,1,o1,1280,
1775,五大陸博物館,"Museum Fünf Kontinente ",S1828,MFK-S1828,木の箪笥,8,画帖,Pictures of various subjects  picture album,,書画,,江戸,,,,日本,1 ,29.1 ,40.5 ,,,,,,,,紙本,墨画,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1828,,,大久保純一,2010/6,大久保純一,,,翡翠、竹に雀、鷹、白鷺、富士見西行、布袋？、富士三保松原、鷹、福禄寿,,1,o1,1828,
1776,五大陸博物館,"Museum Fünf Kontinente ",S1829,MFK-S1829_o,木の箪笥,7,名筆画帖,Album of masters' painting  picture album,,書画,法橋仙渓、狩野探信、秋圃、永調 Senkei  Kano Tanshin  Shuho  Eicho,江戸,19,,,江戸,1 ,36.5 ,49.5 ,,,,,,,,絹本,墨画、淡彩,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1829,,,大久保純一:澤田和人,2010/6、2014/3,大久保純一:澤田和人,,,富士図、妖怪、曾我五郎、加茂競馬、猪、牛、三福神、浅妻舟,,2,o1,1829,
1777,五大陸博物館,"Museum Fünf Kontinente ",S1810,MFK-S1810,木の箪笥,7,英雄戦闘図,Heros' Fighting  picture album,,書画,,江戸,,,,日本,1 ,32.2 ,38.9 ,,,,,,,,紙本,着色,,,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1810,,,大久保純一,2010/6,大久保純一,,,さねもり、八そうとび、大森彦七、あぶあき山、とさぼう、ひと見の四郎、熊坂、五郎丸、あさいな、浜辺の首切り、とりでの前、鬼を討つ、くわんおんぼう、とりで前、一谷坂,,2,o1,1810,
1778,五大陸博物館,"Museum Fünf Kontinente ",S1260,MFK-S1260,木の箪笥,7,武者錦絵,Warriors  ukiyo-e print,,版画,歌川芳員、歌川芳虎 Utagawa Yoshikazu  Utagawa Yoshitora,江戸,,1853～1858,嘉永6～安政5,江戸,1 ,36.3 ,25.1 ,,,,,,,,紙本,錦絵,,,和泉屋市兵衛、和泉屋清七、佐野屋喜兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1260,"164. 敵討ち錦絵 仇討の図","164. Kataki utsi nisiki je. Abbildung von Blutrache. ",大久保純一,2010/6,大久保純一,,,,,2,o1,1260,
1779,五大陸博物館,"Museum Fünf Kontinente ",S1243,MFK-S1243,木の箪笥,7,生写四十八鷹,Shoutsushi siju-hachi yo (Forty-eight birds depicted naturally)  ukiyo-e print,,版画,嵩岳堂 Sugakudo,江戸,,1859 ,安政6,江戸,1,36.3 ,22.6 ,,,,,,,,紙本,版画,,,蔦屋吉蔵,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1243,"147.  生写四十八鷹 花鳥の生態を表した28の図","147.  Sei sja sisju hats jô 28 Abbildungen nach dem Leben von Blumen und Voegeln. ",大久保純一,2010/6,大久保純一,,,白鷹、□□のにわとり、鷺、こくまるがらす、ばん、仏法僧、いんこ、真しぎ、黒つぐみ、あとり、百舌鳥、千鳥、ひよどり、れんじゃく、うそ、のびたき、目じろ、かはせみ、碧鳥、うそ、れんじゃく、かはせみ、十姉妹、せきれい、むし喰、菊いただき、じゅりん、小じゅりん、小じゅりん、すずめ、みそさざゐ、ぶん鳥、かへるつばめ、碧鳥、四十から、碧鳥,,2,o1,1243,
