1273,五大陸博物館,"Museum Fünf Kontinente ",S1097d,MFK-S1097d,木の箪笥,6,季寄註解　改正月令博物筌 正月部　一,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,16巻で14.5,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097d,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,連歌、俳諧に使う季語の網羅的事典ヵ,,1,fk-1,1097,d
1274,五大陸博物館,"Museum Fünf Kontinente ",S1097h,MFK-S1097h,木の箪笥,6,季寄註解　改正月令博物筌 二月部　二,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097h,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,2,fk-1,1097,h
1275,五大陸博物館,"Museum Fünf Kontinente ",S1097l,MFK-S1097l,木の箪笥,6,季寄註解　改正月令博物筌 三月部　三,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097l,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,3,fk-1,1097,l
1276,五大陸博物館,"Museum Fünf Kontinente ",S1097p,MFK-S1097p,木の箪笥,6,季寄註解　改正月令博物筌 三春部　四,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097p,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,4,fk-1,1097,p
1277,五大陸博物館,"Museum Fünf Kontinente ",S1097a,MFK-S1097a,木の箪笥,6,季寄註解　改正月令博物筌　四月部　一,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097a,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,5,fk-1,1097,a
1278,五大陸博物館,"Museum Fünf Kontinente ",S1097e,MFK-S1097e,木の箪笥,6,季寄註解　改正月令博物筌　五月部　二,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097e,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,6,fk-1,1097,e
1279,五大陸博物館,"Museum Fünf Kontinente ",S1097k,MFK-S1097k,木の箪笥,6,季寄註解　改正月令博物筌　六月部　三,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097k,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,7,fk-1,1097,k
1280,五大陸博物館,"Museum Fünf Kontinente ",S1097n,MFK-S1097n,木の箪笥,6,季寄註解　改正月令博物筌　三夏部　四,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097n,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,8,fk-1,1097,n
1281,五大陸博物館,"Museum Fünf Kontinente ",S1097b,MFK-S1097b,木の箪笥,6,季寄註解　改正月令博物筌　七月部　一,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097b,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,9,fk-1,1097,b
1282,五大陸博物館,"Museum Fünf Kontinente ",S1097f,MFK-S1097f,木の箪笥,6,季寄註解　改正月令博物筌　八月部　二　,Annotated Dictionary of Seasonal Words and Wordings,16Stück Hefte. Kalender_astronom_Werk  Datiert 1804,刊本,貝原先生歳時増選、鳥飼洞齋翁編術  Kaibara Ekiken,江戸時代,19世紀,1804年,文化元年甲子,,1,8.1,18,,,,,,,,,,,,浪花　堺屋新兵衛・河内屋新治郞、綱屋茂兵衛、塩屋弥兵衛,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1097f,2.  改正月令博物筌  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium 14巻12折版 auct. Kabara Toksin  月別に分類された能とその教本,2.  Kai se Gwatsei fak buti zen  ampla rerum singulis mensibus convenientium nassa sive factorum japonensium vol. 14. 12o auct. Kabara Toksin  ein nach den Monaten geordnetes Noth= und Hülfsbüchlein,福岡万里子,2014/7,福岡万里子:櫻庭美咲,,,,,10,fk-1,1097,f
