2271,五大陸博物館,"Museum Fünf Kontinente ",S776,MFK-S776,Ⅴ,40,染付鶴文植木鉢,Plant pot,,陶磁,川本治兵衛（三代、？～1865）,江戸,19c,,,瀬戸,1,,,32.7,,,39.2,24.0,,植木鉢,磁器,瑠璃釉,鶴,なし,,添え状有り（S1904）「目録／一　箱入植木鉢　一／以上／種痘所」,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,種痘所より贈答,S776,1 白い鶴が表された大型の青い 磁器の植木鉢,1 großer blauer  Porzellanblumentopf mit weißen Kranichen,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,1,sk-1,776,
2272,五大陸博物館,"Museum Fünf Kontinente ",S778a,MFK-S778a,Ⅴ,40,漆塗牡丹唐草文染付蛸唐草文蓋付壺,Jar and cover,,陶磁,,江戸,19c,,,有田,1,,21.5,25.0,33.0,,12.2,10.2,,蓋付壺,磁器,色絵・漆塗,牡丹唐草、蛸唐草,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S778a,3 部分的に蒔絵を施した染付磁器の壺,3 blau und weiße Porzelanvasen   theilweise gold & schwarzlackirt.,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,3個一対,,1,sk-1,778,a
2273,五大陸博物館,"Museum Fünf Kontinente ",S778b,MFK-S778b,Ⅴ,40,漆塗牡丹唐草文染付蛸唐草文蓋付壺,Jar and cover,,陶磁,,江戸,19c,,,有田,1,,21.5,25.5,34.0,,12.2,10.2,,蓋付壺,磁器,色絵・漆塗,牡丹唐草、蛸唐草,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S778b,3 部分的に蒔絵を施した染付磁器の壺,3 blau und weiße Porzelanvasen   theilweise gold & schwarzlackirt.,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,3個一対,,1,sk-1,778,b
2274,五大陸博物館,"Museum Fünf Kontinente ",S778c,MFK-S778c,Ⅴ,40,漆塗雲鶴竹鶏松鶴文染付蛸唐草文蓋付壺,Jar and cover,,陶磁,,江戸,19c,,,有田,1,,23.5,29.5,34.0,,13.6,13.0,,蓋付壺,磁器,色絵・漆塗,雲、鶴、竹、鶏、松、蛸唐草,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S778c,3 部分的に蒔絵を施した染付磁器の壺,3 blau und weiße Porzelanvasen   theilweise gold & schwarzlackirt.,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,3個一対,,1,sk-1,778,c
2275,五大陸博物館,"Museum Fünf Kontinente ",S1567a,MFK-S1567a,Ⅴ,39,染付龍牡丹唐草文燈籠（中央）,Lantern,,陶磁,,江戸,19c,,,有田,1 ,,18.5,13.2,44.3,,,,,灯篭の柱,磁器,染付,丸文、牡丹唐草,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1567a,,,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,2,sk-1,1567,a
2276,五大陸博物館,"Museum Fünf Kontinente ",S1567b,MFK-S1567b,Ⅴ,39,染付龍牡丹唐草文燈籠（下）,Lantern,,陶磁,,江戸,19c,,,有田,1 ,,,19.2,,,,,,灯篭中央の灯火用器,磁器,染付,丸文、唐草、雷文,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1567b,,,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,2,sk-1,1567,b
2277,五大陸博物館,"Museum Fünf Kontinente ",S1567c,MFK-S1567c,Ⅴ,39,染付龍牡丹唐草文燈籠（上）,Lantern,,陶磁,,江戸,19c,,,有田,1 ,,,23.5,,,,15.5×13.0,,灯篭の傘,磁器,染付,牡丹唐草、丸文,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S1567c,,,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,2,sk-1,1567,c
2278,五大陸博物館,"Museum Fünf Kontinente ",S720,MFK-S720,Ⅴ,39,紫釉象形双耳鳳凰雲牡丹文瓶,Vase,,陶磁,,江戸,19c,,,三楽園,1,,22.0,40.0,,,17.5,15.0,,双耳瓶,陶器,紫、ﾄﾙｺﾌﾞﾙｰ釉、明の法花風,,三楽園製（刻印）,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S720,1 貫入の入った日本の壺,1 Vase von japan. Craclé ,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,2,sk-1,720,
2279,五大陸博物館,"Museum Fünf Kontinente ",S777,MFK-S777,Ⅴ,39,染付氷裂梅花雲鶴文吊灯篭,Hanging lantern,,陶磁,,江戸,19c,,,亀山,1,,31.5,36.5,,,,29.3,,吊り灯篭,磁器,染付,氷裂梅花、雲、鶴,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S777,2 染付の釣灯篭,2 blau und weiße Haenglaternen,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,3,sk-1,777,
2280,五大陸博物館,"Museum Fünf Kontinente ",S716,MFK-S716,Ⅴ,39,漆塗色絵唐草葉青海波文瓢形瓶,Bottle,,陶磁,,江戸,19c,,,日本,1,,19.0,45.7,,,3.7,11.5,,瓢形瓶,磁器,色絵、漆塗（蒔絵風）,,なし,,,フィリップ・フランツ・フォン・シーボルト,Philipp Franz von Siebold,,,,S716,1 黒漆の壺,1 schwarzlackirte Vase ,櫻庭美咲,2011/6,勝田徹:櫻庭美咲,,,,,3,sk-1,716,
