1459,五大陸博物館,"Museum Fünf Kontinente",S90b,MFK-S90b,木の箪笥,1,唐紙の見本帳,Sample book of printed papers,,文書　　,不明,江戸時代後期 ,１８世紀後半,,,,1 , 6.1, 6.4,,,,,,,和装本１冊,紙本,色刷他・木版,,「此形紙鯨尺ニシテ寸法　竪七寸六分　横幅壱尺弐寸四分」,,,フィリップ・フランツ・フォン・シーボルト  ,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S90b,2 壁紙にする見本のカードが収められた本,2 Bücher  enthaltend Musterkarten zu Tapetenpapier ,原田博二,2013/9,勝田徹,,,,,2,hh-1,90,b
1459,五大陸博物館,"Museum Fünf Kontinente",S90b,MFK-S90b,木の箪笥,1,唐紙の見本帳,Sample book of printed papers,,文書　　,不明,江戸時代後期 ,１８世紀後半,,,,1 , 6.1, 6.4,,,,,,,和装本１冊,紙本,色刷他・木版,,「此形紙鯨尺ニシテ寸法　竪七寸六分　横幅壱尺弐寸四分」,,,フィリップ・フランツ・フォン・シーボルト  ,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S90b,2 壁紙にする見本のカードが収められた本,2 Bücher  enthaltend Musterkarten zu Tapetenpapier ,原田博二,2013/9,勝田徹,,,,,2,hh-1,90,b
1460,五大陸博物館,"Museum Fünf Kontinente",S1212a,MFK-S1212a,木の箪笥,1,泰平萬代大成武鑑　御大名衆巻之一,ｔａｉｓｅｉｂｕｋａｎ ,,文書　　,不明,江戸時代後期,１９世紀初期,,,,1 ,15.2 ,11.4 ,,,,,,,和装本１冊,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1212a,"117.  大成武鑑 1861年以前の封建国家における国事の暦4巻、大版","117.  Dai sei Bukan Staatskalender des Feudalstaates von 1861. 4 vol. /  großer  /",原田博二,2013/9,原田博二,,,,,3,hh-1,1212,a
1461,五大陸博物館,"Museum Fünf Kontinente",S1212b,MFK-S1212b,木の箪笥,1,泰平萬代大成武鑑　御大名衆巻之二,ｔａｉｓｅｉｂｕｋａｎ,,文書　　,不明,江戸時代後期,１９世紀初期,,,,1 ,15.2 ,11.4 ,,,,,,,和装本１冊,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1212b,"117.  大成武鑑 1861年以前の封建国家における国事の暦4巻、大版","117.  Dai sei Bukan Staatskalender des Feudalstaates von 1861. 4 vol. /  großer  /",原田博二,2013/9,原田博二,,,,,3,hh-1,1212,b
1462,五大陸博物館,"Museum Fünf Kontinente",S1212c,MFK-S1212c,木の箪笥,1,泰平萬代大成武鑑　御役人衆巻之三,ｔａｉｓｅｉｂｕｋａｎ,,文書　　,不明,江戸時代後期,１９世紀初期,,,,1 ,15.2 ,11.4 ,,,,,,,和装本１冊,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1212c,"117.  大成武鑑 1861年以前の封建国家における国事の暦4巻、大版","117.  Dai sei Bukan Staatskalender des Feudalstaates von 1861. 4 vol. /  großer  /",原田博二,2013/9,原田博二,,,,,3,hh-1,1212,c
1463,五大陸博物館,"Museum Fünf Kontinente",S1212d,MFK-S1212d,木の箪笥,1,泰平萬代大成武鑑西御丸御役人衆巻之四　,ｔａｉｈｅｉｂｕｋａｎ,,文書　　,不明,江戸時代後期,１９世紀初期,,,,1 ,15.2 ,11.4 ,,,,,,,和装本１冊,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1212d,"117.  大成武鑑 1861年以前の封建国家における国事の暦4巻、大版","117.  Dai sei Bukan Staatskalender des Feudalstaates von 1861. 4 vol. /  großer  /",原田博二,2013/9,原田博二,,,,,3,hh-1,1212,d
1464,五大陸博物館,"Museum Fünf Kontinente",S1212e,MFK-S1212e,木の箪笥,1,泰平萬代大成武鑑御三家方御附,ｔａｉｓｅｉｂｕｋａｎ,,文書　　,不明,江戸時代後期,１９世紀初期,,,,1 ,15.2 ,11.4 ,,,,,,,和装本１冊,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1212e,"117.  大成武鑑 1861年以前の封建国家における国事の暦4巻、大版","117.  Dai sei Bukan Staatskalender des Feudalstaates von 1861. 4 vol. /  großer  /",原田博二,2013/9,原田博二,,,,,3,hh-1,1212,e
1465,五大陸博物館,"Museum Fünf Kontinente",S1214,MFK-S1214,木の箪笥,1,甲冑圖式二編　全,ｋａｔｃhｕ ｚｕshiｋｉ ｎｉhｅｎ,,文書,栗原信充Kｕｒｉｈａｒａ　Nｏｂｕｍｉｔｕ ,,,1843年,制作年：天保14年刊,,1 ,8.0 ,18.5 ,,,,,,,和装本１冊 ,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1214,"119.  甲冑図《Kats tsju dsu》 siki nihen 甲冑鎧とその他の武具《？》について","119.  Kats tsju dsu siki nihen Von der Rüstung Joroi und deren Anlegung.",原田博二,2013/9,原田博二,,,,,4,hh-1,1214,
1466,五大陸博物館,"Museum Fünf Kontinente",S1244,MFK-S1244,木の箪笥,1,十竹斎画譜　花鳥草木之部　全 ,jitchikusai gafu,,文書,不明,江戸時代後期,,,,,1 ,22.3 ,14.6 ,,,,,,,和装本１冊、１６丁１５図,紙本,墨刷・木版,,,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1244,"148. Sitsu tsiku sai 画譜 植物と鳥の図","148. Sitsu tsiku sai gwa fu Abbildungen von Pflanzen mit Voegeln.",原田博二,2013/9,原田博二,,,,,5,hh-1,1244,
1467,五大陸博物館,"Museum Fünf Kontinente",S1286,MFK-S1286,木の箪笥,1,ＶＥＲＫＬＡＡＲＤＥ  ＶＲＡＧＥＮ,,,文書,,,,刊行年：１８３３（アムステルダム刊）,,,1 ,192.0 ,11.5 ,,,,,,, 洋装本１冊,紙本,印刷,,（印）「老□館發閲」（印）「萬屋兵四郎」,,,フィリップ・フランツ・フォン・シーボルト,Pｈｉｌｉｐｐ　Fｒａｎｚ　ｖｏｎ　Ｓｉｅｂｏｌｄ,,,,S1286,190.  Vragen overreldverschansing und zu 江戸における複製,190.  Vragen overreldverschansing und zu Jedo nachgedruckt.,原田博二,2013/9,原田博二,,,,,6,hh-1,1286,
